,home_team,away_team,home_score,away_score,home_penalty,away_penalty,total_goals,Winner,Stage,Year,Date,Host,Venue,Attendance,h_red_card_count,a_red_card_count,h_yellow_red_card_count,a_yellow_red_card_count,h_yellow_card_long_count,a_yellow_card_long_count
668,Brazil,Peru,3,0,,,3,Brazil,Fase de Grupos,1978,1978-06-14,Argentina,"San Martin, Mendoza",31278,0,0,0,0,1,1
669,Argentina,Poland,2,0,,,2,Argentina,Fase de Grupos,1978,1978-06-14,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",37091,0,0,0,0,1,1
670,Brazil,Austria,1,0,,,1,Brazil,Fase de Grupos,1978,1978-06-11,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",35221,0,0,0,0,0,0
671,Spain,Sweden,1,0,,,1,Spain,Fase de Grupos,1978,1978-06-11,Argentina,"Jose Amalfitani, Buenos Aires",42132,0,0,0,0,0,1
672,Peru,IR Iran,4,1,,,5,Peru,Fase de Grupos,1978,1978-06-11,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",21262,0,0,0,0,0,1
673,Scotland,Netherlands,3,2,,,5,Scotland,Fase de Grupos,1978,1978-06-11,Argentina,"San Martin, Mendoza",35130,0,0,0,0,1,0
674,France,Hungary,3,1,,,4,France,Fase de Grupos,1978,1978-06-10,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",23127,0,0,0,0,0,0
675,Poland,Mexico,3,1,,,4,Poland,Fase de Grupos,1978,1978-06-10,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",22651,0,0,0,0,0,0
676,West Germany,Tunisia,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-10,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",30667,0,0,0,0,1,1
677,Italy,Argentina,1,0,,,1,Italy,Fase de Grupos,1978,1978-06-10,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71712,0,0,0,0,1,0
678,Austria,Sweden,1,0,,,1,Austria,Fase de Grupos,1978,1978-06-07,Argentina,"Jose Amalfitani, Buenos Aires",41424,0,0,0,0,0,0
679,Brazil,Spain,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-07,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",34771,0,0,0,0,0,1
680,Netherlands,Peru,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-07,Argentina,"San Martin, Mendoza",28125,0,0,0,0,1,1
681,Scotland,IR Iran,1,1,,,2,Draw,Fase de Grupos,1978,1978-06-07,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",7938,0,0,0,0,0,1
682,Italy,Hungary,3,1,,,4,Italy,Fase de Grupos,1978,1978-06-06,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",26533,0,0,0,0,0,2
683,West Germany,Mexico,6,0,,,6,West Germany,Fase de Grupos,1978,1978-06-06,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",35258,0,0,0,0,1,1
684,Poland,Tunisia,1,0,,,1,Poland,Fase de Grupos,1978,1978-06-06,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",9624,0,0,0,0,0,0
685,Argentina,France,2,1,,,3,Argentina,Fase de Grupos,1978,1978-06-06,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71666,0,0,0,0,0,1
686,Sweden,Brazil,1,1,,,2,Draw,Fase de Grupos,1978,1978-06-03,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",32569,0,0,0,0,0,1
687,Austria,Spain,2,1,,,3,Austria,Fase de Grupos,1978,1978-06-03,Argentina,"Jose Amalfitani, Buenos Aires",40841,0,0,0,0,0,0
688,Peru,Scotland,3,1,,,4,Peru,Fase de Grupos,1978,1978-06-03,Argentina,"Estadio Olï¿½mpico Chateau Carreras, Cordoba",37927,0,0,0,0,1,0
689,Netherlands,IR Iran,3,0,,,3,Netherlands,Fase de Grupos,1978,1978-06-03,Argentina,"San Martin, Mendoza",33431,0,0,0,0,0,1
690,Italy,France,2,1,,,3,Italy,Fase de Grupos,1978,1978-06-02,Argentina,"Estadio Josï¿½ Marï¿½a Minella, Mar Del Plata",42373,0,0,0,0,1,2
691,Tunisia,Mexico,3,1,,,4,Tunisia,Fase de Grupos,1978,1978-06-02,Argentina,"Arroyito - Estadio Dr. Lisandro de la Torre, Rosario",17396,0,0,0,0,0,0
692,Argentina,Hungary,2,1,,,3,Argentina,Fase de Grupos,1978,1978-06-02,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",71615,0,2,0,0,1,2
693,West Germany,Poland,0,0,,,0,Draw,Fase de Grupos,1978,1978-06-01,Argentina,"El Monumental - Estadio Monumental Antonio Vespuci, Buenos Aires",67579,0,0,0,0,0,0
694,Netherlands,West Germany,1,2,,,3,West Germany,Final,1974,1974-07-07,Germany,"Olympiastadion, Munich",78200,0,0,0,0,3,1
695,Brazil,Poland,0,1,,,1,Poland,Terceiro Lugar,1974,1974-07-06,Germany,"Olympiastadion, Munich",77100,0,0,0,0,1,1
696,Poland,West Germany,0,1,,,1,West Germany,Fase de Grupos,1974,1974-07-03,Germany,"Waldstadion, Frankfurt/Main",62000,0,0,0,0,0,0
697,Netherlands,Brazil,2,0,,,2,Netherlands,Fase de Grupos,1974,1974-07-03,Germany,"Westfalenstadion, Dortmund",53700,0,1,0,0,2,3
698,Argentina,Germany DR,1,1,,,2,Draw,Fase de Grupos,1974,1974-07-03,Germany,"Parkstadion, Gelsenkirchen",54254,0,0,0,0,1,1
699,Sweden,Yugoslavia,2,1,,,3,Sweden,Fase de Grupos,1974,1974-07-03,Germany,"Rheinstadion, Dï¿½Sseldorf",41300,0,0,0,0,0,2
700,Poland,Yugoslavia,2,1,,,3,Poland,Fase de Grupos,1974,1974-06-30,Germany,"Waldstadion, Frankfurt/Main",58000,0,0,0,0,0,0
701,Argentina,Brazil,1,2,,,3,Brazil,Fase de Grupos,1974,1974-06-30,Germany,"Niedersachsenstadion, Hanover",39400,0,0,0,0,1,0
702,Germany DR,Netherlands,0,2,,,2,Netherlands,Fase de Grupos,1974,1974-06-30,Germany,"Parkstadion, Gelsenkirchen",68348,0,0,0,0,0,0
703,West Germany,Sweden,4,2,,,6,West Germany,Fase de Grupos,1974,1974-06-30,Germany,"Rheinstadion, Dï¿½Sseldorf",67800,0,0,0,0,0,1
704,Yugoslavia,West Germany,0,2,,,2,West Germany,Fase de Grupos,1974,1974-06-26,Germany,"Rheinstadion, Dï¿½Sseldorf",67385,0,0,0,0,2,2
705,Brazil,Germany DR,1,0,,,1,Brazil,Fase de Grupos,1974,1974-06-26,Germany,"Niedersachsenstadion, Hanover",59863,0,0,0,0,3,2
706,Sweden,Poland,0,1,,,1,Poland,Fase de Grupos,1974,1974-06-26,Germany,"Neckarstadion, Stuttgart",44955,0,0,0,0,0,2
707,Netherlands,Argentina,4,0,,,4,Netherlands,Fase de Grupos,1974,1974-06-26,Germany,"Parkstadion, Gelsenkirchen",56548,0,0,0,0,2,1
708,Bulgaria,Netherlands,1,4,,,5,Netherlands,Fase de Grupos,1974,1974-06-23,Germany,"Westfalenstadion, Dortmund",53300,0,0,0,0,1,3
709,Poland,Italy,2,1,,,3,Poland,Fase de Grupos,1974,1974-06-23,Germany,"Neckarstadion, Stuttgart",70100,0,0,0,0,2,1
710,Sweden,Uruguay,3,0,,,3,Sweden,Fase de Grupos,1974,1974-06-23,Germany,"Rheinstadion, Dï¿½Sseldorf",28300,0,0,0,0,0,1
711,Argentina,Haiti,4,1,,,5,Argentina,Fase de Grupos,1974,1974-06-23,Germany,"Olympiastadion, Munich",25900,0,0,0,0,2,1
712,Scotland,Yugoslavia,1,1,,,2,Draw,Fase de Grupos,1974,1974-06-22,Germany,"Waldstadion, Frankfurt/Main",56000,0,0,0,0,2,3
713,Australia,Chile,0,0,,,0,Draw,Fase de Grupos,1974,1974-06-22,Germany,"Olympiastadion, Berlin West",17400,1,0,0,0,1,0
714,Zaire,Brazil,0,3,,,3,Brazil,Fase de Grupos,1974,1974-06-22,Germany,"Parkstadion, Gelsenkirchen",36200,0,0,0,0,1,1
715,Germany DR,West Germany,1,0,,,1,Germany DR,Fase de Grupos,1974,1974-06-22,Germany,"Volksparkstadion, Hamburg",60200,0,0,0,0,3,0
716,Haiti,Poland,0,7,,,7,Poland,Fase de Grupos,1974,1974-06-19,Germany,"Olympiastadion, Munich",25300,0,0,0,0,1,0
717,Bulgaria,Uruguay,1,1,,,2,Draw,Fase de Grupos,1974,1974-06-19,Germany,"Niedersachsenstadion, Hanover",13400,0,0,0,0,1,1
718,Netherlands,Sweden,0,0,,,0,Draw,Fase de Grupos,1974,1974-06-19,Germany,"Westfalenstadion, Dortmund",53700,0,0,0,0,1,4
719,Argentina,Italy,1,1,,,2,Draw,Fase de Grupos,1974,1974-06-19,Germany,"Neckarstadion, Stuttgart",70100,0,0,0,0,1,1
720,Australia,West Germany,0,3,,,3,West Germany,Fase de Grupos,1974,1974-06-18,Germany,"Volksparkstadion, Hamburg",53300,0,0,0,0,1,0
721,Yugoslavia,Zaire,9,0,,,9,Yugoslavia,Fase de Grupos,1974,1974-06-18,Germany,"Parkstadion, Gelsenkirchen",31700,0,1,0,0,1,0
722,Chile,Germany DR,1,1,,,2,Draw,Fase de Grupos,1974,1974-06-18,Germany,"Olympiastadion, Berlin West",28300,0,0,0,0,2,1
723,Scotland,Brazil,0,0,,,0,Draw,Fase de Grupos,1974,1974-06-18,Germany,"Waldstadion, Frankfurt/Main",62000,0,0,0,0,0,3
724,Uruguay,Netherlands,0,2,,,2,Netherlands,Fase de Grupos,1974,1974-06-15,Germany,"Niedersachsenstadion, Hanover",55100,1,0,0,0,3,0
725,Sweden,Bulgaria,0,0,,,0,Draw,Fase de Grupos,1974,1974-06-15,Germany,"Rheinstadion, Dï¿½Sseldorf",23800,0,0,0,0,0,0
726,Italy,Haiti,3,1,,,4,Italy,Fase de Grupos,1974,1974-06-15,Germany,"Olympiastadion, Munich",53000,0,0,0,0,0,1
727,Poland,Argentina,3,2,,,5,Poland,Fase de Grupos,1974,1974-06-15,Germany,"Neckarstadion, Stuttgart",32700,0,0,0,0,0,2
728,West Germany,Chile,1,0,,,1,West Germany,Fase de Grupos,1974,1974-06-14,Germany,"Olympiastadion, Berlin West",81100,0,1,0,0,0,3
729,Germany DR,Australia,2,0,,,2,Germany DR,Fase de Grupos,1974,1974-06-14,Germany,"Volksparkstadion, Hamburg",17000,0,0,0,0,3,0
730,Zaire,Scotland,0,2,,,2,Scotland,Fase de Grupos,1974,1974-06-14,Germany,"Westfalenstadion, Dortmund",27000,0,0,0,0,1,1
731,Brazil,Yugoslavia,0,0,,,0,Draw,Fase de Grupos,1974,1974-06-13,Germany,"Waldstadion, Frankfurt/Main",62000,0,0,0,0,0,2
732,Brazil,Italy,4,1,,,5,Brazil,Final,1970,1970-06-21,Mexico,"Estadio Azteca, Mexico City",107412,0,0,0,0,1,1
733,West Germany,Uruguay,1,0,,,1,West Germany,Terceiro Lugar,1970,1970-06-20,Mexico,"Estadio Azteca, Mexico City",104403,0,0,0,0,2,3
734,Italy,West Germany,4,3,,,7,Italy,Semi-finais,1970,1970-06-17,Mexico,"Estadio Azteca, Mexico City",102444,0,0,0,0,3,2
735,Brazil,Uruguay,3,1,,,4,Brazil,Semi-finais,1970,1970-06-17,Mexico,"Jalisco, Guadalajara",51261,0,0,0,0,1,3
736,Brazil,Peru,4,2,,,6,Brazil,Quartas de Final,1970,1970-06-14,Mexico,"Jalisco, Guadalajara",54233,0,0,0,0,0,0
737,Italy,Mexico,4,1,,,5,Italy,Quartas de Final,1970,1970-06-14,Mexico,"Luis Dosal, Toluca",26851,0,0,0,0,1,0
738,Uruguay,Soviet Union,1,0,,,1,Uruguay,Quartas de Final,1970,1970-06-14,Mexico,"Estadio Azteca, Mexico City",26085,0,0,0,0,0,1
739,West Germany,England,3,2,,,5,West Germany,Quartas de Final,1970,1970-06-14,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",23357,0,0,0,0,1,1
740,Mexico,Belgium,1,0,,,1,Mexico,Fase de Grupos,1970,1970-06-11,Mexico,"Estadio Azteca, Mexico City",108192,0,0,0,0,2,2
741,Italy,Israel,0,0,,,0,Draw,Fase de Grupos,1970,1970-06-11,Mexico,"Luis Dosal, Toluca",9890,0,0,0,0,1,2
742,Bulgaria,Morocco,1,1,,,2,Draw,Fase de Grupos,1970,1970-06-11,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",12299,0,0,0,0,0,0
743,England,Czechoslovakia,1,0,,,1,England,Fase de Grupos,1970,1970-06-11,Mexico,"Jalisco, Guadalajara",49292,0,0,0,0,0,1
744,West Germany,Peru,3,1,,,4,West Germany,Fase de Grupos,1970,1970-06-10,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",17875,0,0,0,0,0,0
745,Brazil,Romania,3,2,,,5,Brazil,Fase de Grupos,1970,1970-06-10,Mexico,"Jalisco, Guadalajara",50804,0,0,0,0,0,2
746,Sweden,Uruguay,1,0,,,1,Sweden,Fase de Grupos,1970,1970-06-10,Mexico,"Cuauhtemoc, Puebla",18163,0,0,0,0,0,0
747,Soviet Union,El Salvador,2,0,,,2,Soviet Union,Fase de Grupos,1970,1970-06-10,Mexico,"Estadio Azteca, Mexico City",89979,0,0,0,0,1,0
748,Mexico,El Salvador,4,0,,,4,Mexico,Fase de Grupos,1970,1970-06-07,Mexico,"Estadio Azteca, Mexico City",103058,0,0,0,0,0,4
749,Brazil,England,1,0,,,1,Brazil,Fase de Grupos,1970,1970-06-07,Mexico,"Jalisco, Guadalajara",66843,0,0,0,0,0,1
750,West Germany,Bulgaria,5,2,,,7,West Germany,Fase de Grupos,1970,1970-06-07,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",12710,0,0,0,0,0,0
751,Sweden,Israel,1,1,,,2,Draw,Fase de Grupos,1970,1970-06-07,Mexico,"Luis Dosal, Toluca",9624,0,0,0,0,1,2
752,Romania,Czechoslovakia,2,1,,,3,Romania,Fase de Grupos,1970,1970-06-06,Mexico,"Jalisco, Guadalajara",56818,0,0,0,0,1,1
753,Uruguay,Italy,0,0,,,0,Draw,Fase de Grupos,1970,1970-06-06,Mexico,"Cuauhtemoc, Puebla",29968,0,0,0,0,1,0
754,Soviet Union,Belgium,4,1,,,5,Soviet Union,Fase de Grupos,1970,1970-06-06,Mexico,"Estadio Azteca, Mexico City",95261,0,0,0,0,0,0
755,Peru,Morocco,3,0,,,3,Peru,Fase de Grupos,1970,1970-06-06,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",13537,0,0,0,0,0,0
756,Belgium,El Salvador,3,0,,,3,Belgium,Fase de Grupos,1970,1970-06-03,Mexico,"Estadio Azteca, Mexico City",92205,0,0,0,0,0,0
757,Brazil,Czechoslovakia,4,1,,,5,Brazil,Fase de Grupos,1970,1970-06-03,Mexico,"Jalisco, Guadalajara",52897,0,0,0,0,2,1
758,Italy,Sweden,1,0,,,1,Italy,Fase de Grupos,1970,1970-06-03,Mexico,"Luis Dosal, Toluca",13433,0,0,0,0,0,1
759,West Germany,Morocco,2,1,,,3,West Germany,Fase de Grupos,1970,1970-06-03,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",12942,0,0,0,0,0,0
760,England,Romania,1,0,,,1,England,Fase de Grupos,1970,1970-06-02,Mexico,"Jalisco, Guadalajara",50560,0,0,0,0,0,0
761,Peru,Bulgaria,3,2,,,5,Peru,Fase de Grupos,1970,1970-06-02,Mexico,"Nou Camp - Estadio Leï¿½n, Leon",13765,0,0,0,0,0,0
762,Uruguay,Israel,2,0,,,2,Uruguay,Fase de Grupos,1970,1970-06-02,Mexico,"Cuauhtemoc, Puebla",20654,0,0,0,0,0,0
763,Mexico,Soviet Union,0,0,,,0,Draw,Fase de Grupos,1970,1970-05-31,Mexico,"Estadio Azteca, Mexico City",107160,0,0,0,0,1,4
764,England,West Germany,4,2,,,6,England,Final,1966,1966-07-30,England,"Wembley Stadium, London",96924,0,0,0,0,1,0
765,Portugal,Soviet Union,2,1,,,3,Portugal,Terceiro Lugar,1966,1966-07-28,England,"Wembley Stadium, London",87696,0,0,0,0,0,0
766,England,Portugal,2,1,,,3,England,Semi-finais,1966,1966-07-26,England,"Wembley Stadium, London",94493,0,0,0,0,0,0
767,West Germany,Soviet Union,2,1,,,3,West Germany,Semi-finais,1966,1966-07-25,England,"Goodison Park, Liverpool",38273,0,1,0,0,1,1
768,Portugal,Korea DPR,5,3,,,8,Portugal,Quartas de Final,1966,1966-07-23,England,"Goodison Park, Liverpool",40248,0,0,0,0,1,0
769,England,Argentina,1,0,,,1,England,Quartas de Final,1966,1966-07-23,England,"Wembley Stadium, London",90584,0,1,0,0,0,3
770,Soviet Union,Hungary,2,1,,,3,Soviet Union,Quartas de Final,1966,1966-07-23,England,"Roker Park Ground, Sunderland",26844,0,0,0,0,0,0
771,West Germany,Uruguay,4,0,,,4,West Germany,Quartas de Final,1966,1966-07-23,England,"Hillsborough, Sheffield",40007,0,2,0,0,1,1
772,England,France,2,0,,,2,England,Fase de Grupos,1966,1966-07-20,England,"Wembley Stadium, London",98270,0,0,0,0,1,0
773,Hungary,Bulgaria,3,1,,,4,Hungary,Fase de Grupos,1966,1966-07-20,England,"Old Trafford Stadium, Manchester",24129,0,0,0,0,0,0
774,West Germany,Spain,2,1,,,3,West Germany,Fase de Grupos,1966,1966-07-20,England,"Villa Park, Birmingham",42187,0,0,0,0,1,1
775,Soviet Union,Chile,2,1,,,3,Soviet Union,Fase de Grupos,1966,1966-07-20,England,"Roker Park Ground, Sunderland",16027,0,0,0,0,0,0
776,Uruguay,Mexico,0,0,,,0,Draw,Fase de Grupos,1966,1966-07-19,England,"Wembley Stadium, London",61112,0,0,0,0,0,0
777,Argentina,Switzerland,2,0,,,2,Argentina,Fase de Grupos,1966,1966-07-19,England,"Hillsborough, Sheffield",32127,0,0,0,0,0,0
778,Portugal,Brazil,3,1,,,4,Portugal,Fase de Grupos,1966,1966-07-19,England,"Goodison Park, Liverpool",58479,0,0,0,0,0,0
779,Korea DPR,Italy,1,0,,,1,Korea DPR,Fase de Grupos,1966,1966-07-19,England,"Ayresome Park, Middlesbrough",17829,0,0,0,0,0,0
780,West Germany,Argentina,0,0,,,0,Draw,Fase de Grupos,1966,1966-07-16,England,"Villa Park, Birmingham",46587,0,1,0,0,1,0
781,Soviet Union,Italy,1,0,,,1,Soviet Union,Fase de Grupos,1966,1966-07-16,England,"Roker Park Ground, Sunderland",27793,0,0,0,0,1,0
782,Portugal,Bulgaria,3,0,,,3,Portugal,Fase de Grupos,1966,1966-07-16,England,"Old Trafford Stadium, Manchester",25438,0,0,0,0,1,1
783,England,Mexico,2,0,,,2,England,Fase de Grupos,1966,1966-07-16,England,"Wembley Stadium, London",92570,0,0,0,0,0,0
784,Spain,Switzerland,2,1,,,3,Spain,Fase de Grupos,1966,1966-07-15,England,"Hillsborough, Sheffield",32028,0,0,0,0,0,0
785,Uruguay,France,2,1,,,3,Uruguay,Fase de Grupos,1966,1966-07-15,England,"White City, London",45662,0,0,0,0,0,0
786,Hungary,Brazil,3,1,,,4,Hungary,Fase de Grupos,1966,1966-07-15,England,"Goodison Park, Liverpool",51387,0,0,0,0,0,0
787,Korea DPR,Chile,1,1,,,2,Draw,Fase de Grupos,1966,1966-07-15,England,"Ayresome Park, Middlesbrough",13792,0,0,0,0,0,1
788,Argentina,Spain,2,1,,,3,Argentina,Fase de Grupos,1966,1966-07-13,England,"Villa Park, Birmingham",42738,0,0,0,0,0,0
789,France,Mexico,1,1,,,2,Draw,Fase de Grupos,1966,1966-07-13,England,"Wembley Stadium, London",69237,0,0,0,0,0,0
790,Italy,Chile,2,0,,,2,Italy,Fase de Grupos,1966,1966-07-13,England,"Roker Park Ground, Sunderland",27199,0,0,0,0,0,0
791,Portugal,Hungary,3,1,,,4,Portugal,Fase de Grupos,1966,1966-07-13,England,"Old Trafford Stadium, Manchester",29886,0,0,0,0,0,0
792,Brazil,Bulgaria,2,0,,,2,Brazil,Fase de Grupos,1966,1966-07-12,England,"Goodison Park, Liverpool",47308,0,0,0,0,1,2
793,Soviet Union,Korea DPR,3,0,,,3,Soviet Union,Fase de Grupos,1966,1966-07-12,England,"Ayresome Park, Middlesbrough",23006,0,0,0,0,1,0
794,West Germany,Switzerland,5,0,,,5,West Germany,Fase de Grupos,1966,1966-07-12,England,"Hillsborough, Sheffield",36127,0,0,0,0,0,0
795,England,Uruguay,0,0,,,0,Draw,Fase de Grupos,1966,1966-07-11,England,"Wembley Stadium, London",87148,0,0,0,0,0,0
796,Brazil,Czechoslovakia,3,1,,,4,Brazil,Final,1962,1962-06-17,Chile,"Nacional, Santiago De Chile",68679,0,0,0,0,0,0
797,Chile,Yugoslavia,1,0,,,1,Chile,Terceiro Lugar,1962,1962-06-16,Chile,"Nacional, Santiago De Chile",66697,0,0,0,0,0,0
798,Brazil,Chile,4,2,,,6,Brazil,Semi-finais,1962,1962-06-13,Chile,"Nacional, Santiago De Chile",76594,1,1,0,0,0,0
799,Czechoslovakia,Yugoslavia,3,1,,,4,Czechoslovakia,Semi-finais,1962,1962-06-13,Chile,"Estadio Sausalito, Vina Del Mar",5890,0,0,0,0,0,0
800,Chile,Soviet Union,2,1,,,3,Chile,Quartas de Final,1962,1962-06-10,Chile,"Carlos Dittborn, Arica",17268,0,0,0,0,0,0
801,Brazil,England,3,1,,,4,Brazil,Quartas de Final,1962,1962-06-10,Chile,"Estadio Sausalito, Vina Del Mar",17736,0,0,0,0,0,0
802,Czechoslovakia,Hungary,1,0,,,1,Czechoslovakia,Quartas de Final,1962,1962-06-10,Chile,"Estadio El Teniente-Codelco, Rancagua",11690,0,0,0,0,0,0
803,Yugoslavia,West Germany,1,0,,,1,Yugoslavia,Quartas de Final,1962,1962-06-10,Chile,"Nacional, Santiago De Chile",63324,0,0,0,0,0,0
804,England,Bulgaria,0,0,,,0,Draw,Fase de Grupos,1962,1962-06-07,Chile,"Estadio El Teniente-Codelco, Rancagua",5700,0,0,0,0,0,0
805,Mexico,Czechoslovakia,3,1,,,4,Mexico,Fase de Grupos,1962,1962-06-07,Chile,"Estadio Sausalito, Vina Del Mar",10648,0,0,0,0,0,0
806,Italy,Switzerland,3,0,,,3,Italy,Fase de Grupos,1962,1962-06-07,Chile,"Nacional, Santiago De Chile",59828,0,0,0,0,0,0
807,Yugoslavia,Colombia,5,0,,,5,Yugoslavia,Fase de Grupos,1962,1962-06-07,Chile,"Carlos Dittborn, Arica",7167,0,0,0,0,0,0
808,West Germany,Chile,2,0,,,2,West Germany,Fase de Grupos,1962,1962-06-06,Chile,"Nacional, Santiago De Chile",67224,0,0,0,0,0,0
809,Soviet Union,Uruguay,2,1,,,3,Soviet Union,Fase de Grupos,1962,1962-06-06,Chile,"Carlos Dittborn, Arica",9973,0,0,0,0,0,0
810,Hungary,Argentina,0,0,,,0,Draw,Fase de Grupos,1962,1962-06-06,Chile,"Estadio El Teniente-Codelco, Rancagua",7945,0,0,0,0,0,0
811,Brazil,Spain,2,1,,,3,Brazil,Fase de Grupos,1962,1962-06-06,Chile,"Estadio Sausalito, Vina Del Mar",18715,0,0,0,0,0,0
812,Spain,Mexico,1,0,,,1,Spain,Fase de Grupos,1962,1962-06-03,Chile,"Estadio Sausalito, Vina Del Mar",11875,0,0,0,0,0,0
813,Soviet Union,Colombia,4,4,,,8,Draw,Fase de Grupos,1962,1962-06-03,Chile,"Carlos Dittborn, Arica",8040,0,0,0,0,0,0
814,Hungary,Bulgaria,6,1,,,7,Hungary,Fase de Grupos,1962,1962-06-03,Chile,"Estadio El Teniente-Codelco, Rancagua",7442,0,0,0,0,0,0
815,West Germany,Switzerland,2,1,,,3,West Germany,Fase de Grupos,1962,1962-06-03,Chile,"Nacional, Santiago De Chile",64922,0,0,0,0,0,0
816,Chile,Italy,2,0,,,2,Chile,Fase de Grupos,1962,1962-06-02,Chile,"Nacional, Santiago De Chile",66057,0,2,0,0,0,0
817,Brazil,Czechoslovakia,0,0,,,0,Draw,Fase de Grupos,1962,1962-06-02,Chile,"Estadio Sausalito, Vina Del Mar",14903,0,0,0,0,0,0
818,England,Argentina,3,1,,,4,England,Fase de Grupos,1962,1962-06-02,Chile,"Estadio El Teniente-Codelco, Rancagua",9794,0,0,0,0,0,0
819,Yugoslavia,Uruguay,3,1,,,4,Yugoslavia,Fase de Grupos,1962,1962-06-02,Chile,"Carlos Dittborn, Arica",8829,1,1,0,0,0,0
820,West Germany,Italy,0,0,,,0,Draw,Fase de Grupos,1962,1962-05-31,Chile,"Nacional, Santiago De Chile",65440,0,0,0,0,0,0
821,Hungary,England,2,1,,,3,Hungary,Fase de Grupos,1962,1962-05-31,Chile,"Estadio El Teniente-Codelco, Rancagua",7938,0,0,0,0,0,0
822,Czechoslovakia,Spain,1,0,,,1,Czechoslovakia,Fase de Grupos,1962,1962-05-31,Chile,"Estadio Sausalito, Vina Del Mar",12700,0,0,0,0,0,0
823,Soviet Union,Yugoslavia,2,0,,,2,Soviet Union,Fase de Grupos,1962,1962-05-31,Chile,"Carlos Dittborn, Arica",9622,0,0,0,0,0,0
824,Chile,Switzerland,3,1,,,4,Chile,Fase de Grupos,1962,1962-05-30,Chile,"Nacional, Santiago De Chile",65006,0,0,0,0,0,0
825,Uruguay,Colombia,2,1,,,3,Uruguay,Fase de Grupos,1962,1962-05-30,Chile,"Carlos Dittborn, Arica",7908,0,0,0,0,0,0
826,Brazil,Mexico,2,0,,,2,Brazil,Fase de Grupos,1962,1962-05-30,Chile,"Estadio Sausalito, Vina Del Mar",10484,0,0,0,0,0,0
827,Argentina,Bulgaria,1,0,,,1,Argentina,Fase de Grupos,1962,1962-05-30,Chile,"Estadio El Teniente-Codelco, Rancagua",7134,0,0,0,0,1,0
828,Brazil,Sweden,5,2,,,7,Brazil,Final,1958,1958-06-29,Sweden,"Rasunda Stadium, Solna",49737,0,0,0,0,0,0
829,France,West Germany,6,3,,,9,France,Terceiro Lugar,1958,1958-06-28,Sweden,"Nya Ullevi, Gothenburg",32483,0,0,0,0,0,0
830,Sweden,West Germany,3,1,,,4,Sweden,Semi-finais,1958,1958-06-24,Sweden,"Nya Ullevi, Gothenburg",49471,0,1,0,0,0,0
831,Brazil,France,5,2,,,7,Brazil,Semi-finais,1958,1958-06-24,Sweden,"Rasunda Stadium, Solna",27100,0,0,0,0,0,0
832,France,Northern Ireland,4,0,,,4,France,Quartas de Final,1958,1958-06-19,Sweden,"Idrottsparken, Norrkï¿½Ping",11800,0,0,0,0,0,0
833,West Germany,Yugoslavia,1,0,,,1,West Germany,Quartas de Final,1958,1958-06-19,Sweden,"Malmo Stadion, Malmï¿½",20055,0,0,0,0,0,0
834,Brazil,Wales,1,0,,,1,Brazil,Quartas de Final,1958,1958-06-19,Sweden,"Nya Ullevi, Gothenburg",25923,0,0,0,0,0,0
835,Sweden,Soviet Union,2,0,,,2,Sweden,Quartas de Final,1958,1958-06-19,Sweden,"Rasunda Stadium, Solna",31900,0,0,0,0,0,0
836,Northern Ireland,Czechoslovakia,2,1,,,3,Northern Ireland,Fase de Grupos,1958,1958-06-17,Sweden,"Malmo Stadion, Malmï¿½",6196,0,1,0,0,0,0
837,Wales,Hungary,2,1,,,3,Wales,Fase de Grupos,1958,1958-06-17,Sweden,"Rasunda Stadium, Solna",2823,0,1,0,0,0,0
838,Soviet Union,England,1,0,,,1,Soviet Union,Fase de Grupos,1958,1958-06-17,Sweden,"Nya Ullevi, Gothenburg",23182,0,0,0,0,0,0
