home_team,away_team,home_score,away_score,home_penalty,away_penalty,total_goals,Winner,Stage,Year,Date,Host,Venue,Attendance,home_red_cards,away_red_cards,home_yellow_red_cards,away_yellow_red_cards
Spain,United States,3,1,,,4,Spain,Fase de Grupos,1950,1950-06-25,Brazil,"Durival de Brito, Curitiba",9511,0,0,0,0
Yugoslavia,Switzerland,3,0,,,3,Yugoslavia,Fase de Grupos,1950,1950-06-25,Brazil,"Independencia, Belo Horizonte",7336,0,0,0,0
Brazil,Mexico,4,0,,,4,Brazil,Fase de Grupos,1950,1950-06-24,Brazil,"Maracanï¿½ - Estï¿½dio Jornalista Mï¿½rio Filho, Rio De Janeiro",81649,0,0,0,0
Brazil,Sweden,4,2,,,6,Brazil,Terceiro Lugar,1938,1938-06-19,France,"Stade du Parc Lescure, Bordeaux",12000,0,0,0,0
Italy,Hungary,4,2,,,6,Italy,Final,1938,1938-06-19,France,"Stade Olympique, Colombes",45000,0,0,0,0
Hungary,Sweden,5,1,,,6,Hungary,Semi-finais,1938,1938-06-16,France,"Parc des Princes, Paris",20000,0,0,0,0
Italy,Brazil,2,1,,,3,Italy,Semi-finais,1938,1938-06-16,France,"Stade Vï¿½lodrome, Marseilles",33000,0,0,0,0
Brazil,Czechoslovakia,2,1,,,3,Brazil,Quartas de Final,1938,1938-06-14,France,"Stade du Parc Lescure, Bordeaux",18141,0,0,0,0
Sweden,Cuba,8,0,,,8,Sweden,Quartas de Final,1938,1938-06-12,France,"Fort Carree, Antibes",7000,0,0,0,0
Brazil,Czechoslovakia,1,1,,,2,Draw,Quartas de Final,1938,1938-06-12,France,"Stade du Parc Lescure, Bordeaux",22021,2,1,0,0
Hungary,Switzerland,2,0,,,2,Hungary,Quartas de Final,1938,1938-06-12,France,"Victor Boucquey, Lille",15000,0,0,0,0
Italy,France,3,1,,,4,Italy,Quartas de Final,1938,1938-06-12,France,"Stade Olympique, Colombes",58455,0,0,0,0
Switzerland,Germany,4,2,,,6,Switzerland,Oitavas de Final,1938,1938-06-09,France,"Parc des Princes, Paris",20025,0,0,0,0
Cuba,Romania,2,1,,,3,Cuba,Oitavas de Final,1938,1938-06-09,France,"Stade Municipal, Toulouse",8000,0,0,0,0
Italy,Norway,2,1,,,3,Italy,Oitavas de Final,1938,1938-06-05,France,"Stade Vï¿½lodrome, Marseilles",19000,0,0,0,0
Cuba,Romania,3,3,,,6,Draw,Oitavas de Final,1938,1938-06-05,France,"Stade Municipal, Toulouse",7000,0,0,0,0
Hungary,Dutch East Indies,6,0,,,6,Hungary,Oitavas de Final,1938,1938-06-05,France,"Velodrome Municipale, Reims",9000,0,0,0,0
France,Belgium,3,1,,,4,France,Oitavas de Final,1938,1938-06-05,France,"Stade Olympique, Colombes",30454,0,0,0,0
Brazil,Poland,6,5,,,11,Brazil,Oitavas de Final,1938,1938-06-05,France,"Stade de la Meinau, Strasbourg",13452,0,0,0,0
Czechoslovakia,Netherlands,3,0,,,3,Czechoslovakia,Oitavas de Final,1938,1938-06-05,France,"Cavee Verte, Le Havre",11000,0,0,0,0
Switzerland,Germany,1,1,,,2,Draw,Oitavas de Final,1938,1938-06-04,France,"Parc des Princes, Paris",27152,0,1,0,0
Italy,Czechoslovakia,2,1,,,3,Italy,Final,1934,1934-06-10,Italy,"Nazionale PNF, Rome",55000,0,0,0,0
Germany,Austria,3,2,,,5,Germany,Terceiro Lugar,1934,1934-06-07,Italy,"Giorgio Ascarelli, Naples",7000,0,0,0,0
Czechoslovakia,Germany,3,1,,,4,Czechoslovakia,Semi-finais,1934,1934-06-03,Italy,"Nazionale PNF, Rome",15000,0,0,0,0
Italy,Austria,1,0,,,1,Italy,Semi-finais,1934,1934-06-03,Italy,"San Siro, Milan",35000,0,0,0,0
Italy,Spain,1,0,,,1,Italy,Quartas de Final,1934,1934-06-01,Italy,"Giovanni Berta, Florence",43000,0,0,0,0
Austria,Hungary,2,1,,,3,Austria,Quartas de Final,1934,1934-05-31,Italy,"Littorale, Bologna",23000,0,1,0,0
Czechoslovakia,Switzerland,3,2,,,5,Czechoslovakia,Quartas de Final,1934,1934-05-31,Italy,"Stadio Benito Mussolini, Turin",12000,0,0,0,0
Italy,Spain,1,1,,,2,Draw,Quartas de Final,1934,1934-05-31,Italy,"Giovanni Berta, Florence",35000,0,0,0,0
Germany,Sweden,2,1,,,3,Germany,Quartas de Final,1934,1934-05-31,Italy,"San Siro, Milan",3000,0,0,0,0
Czechoslovakia,Romania,2,1,,,3,Czechoslovakia,Oitavas de Final,1934,1934-05-27,Italy,"Littorio, Trieste",9000,0,0,0,0
Hungary,Egypt,4,2,,,6,Hungary,Oitavas de Final,1934,1934-05-27,Italy,"Giorgio Ascarelli, Naples",9000,0,0,0,0
Austria,France,3,2,,,5,Austria,Oitavas de Final,1934,1934-05-27,Italy,"Stadio Benito Mussolini, Turin",16000,0,0,0,0
Switzerland,Netherlands,3,2,,,5,Switzerland,Oitavas de Final,1934,1934-05-27,Italy,"San Siro, Milan",33000,0,0,0,0
Sweden,Argentina,3,2,,,5,Sweden,Oitavas de Final,1934,1934-05-27,Italy,"Littorale, Bologna",14000,0,0,0,0
Spain,Brazil,3,1,,,4,Spain,Oitavas de Final,1934,1934-05-27,Italy,"Luigi Ferraris, Genoa",21000,0,0,0,0
Germany,Belgium,5,2,,,7,Germany,Oitavas de Final,1934,1934-05-27,Italy,"Giovanni Berta, Florence",8000,0,0,0,0
Italy,United States,7,1,,,8,Italy,Oitavas de Final,1934,1934-05-27,Italy,"Nazionale PNF, Rome",25000,0,0,0,0
Uruguay,Argentina,4,2,,,6,Uruguay,Final,1930,1930-07-30,Uruguay,"Estadio Centenario, Montevideo",68346,0,0,0,0
Uruguay,Yugoslavia,6,1,,,7,Uruguay,Semi-finais,1930,1930-07-27,Uruguay,"Estadio Centenario, Montevideo",79867,0,0,0,0
Argentina,United States,6,1,,,7,Argentina,Semi-finais,1930,1930-07-26,Uruguay,"Estadio Centenario, Montevideo",72886,0,0,0,0
Argentina,Chile,3,1,,,4,Argentina,Fase de Grupos,1930,1930-07-22,Uruguay,"Estadio Centenario, Montevideo",41459,0,0,0,0
Uruguay,Romania,4,0,,,4,Uruguay,Fase de Grupos,1930,1930-07-21,Uruguay,"Estadio Centenario, Montevideo",70022,0,0,0,0
Brazil,Bolivia,4,0,,,4,Brazil,Fase de Grupos,1930,1930-07-20,Uruguay,"Estadio Centenario, Montevideo",25466,0,0,0,0
Paraguay,Belgium,1,0,,,1,Paraguay,Fase de Grupos,1930,1930-07-20,Uruguay,"Estadio Centenario, Montevideo",12000,0,0,0,0
Chile,France,1,0,,,1,Chile,Fase de Grupos,1930,1930-07-19,Uruguay,"Estadio Centenario, Montevideo",2000,0,0,0,0
Argentina,Mexico,6,3,,,9,Argentina,Fase de Grupos,1930,1930-07-19,Uruguay,"Estadio Centenario, Montevideo",42100,0,0,0,0
Uruguay,Peru,1,0,,,1,Uruguay,Fase de Grupos,1930,1930-07-18,Uruguay,"Estadio Centenario, Montevideo",57735,0,0,0,0
Yugoslavia,Bolivia,4,0,,,4,Yugoslavia,Fase de Grupos,1930,1930-07-17,Uruguay,"Parque Central, Montevideo",18306,0,0,0,0
United States,Paraguay,3,0,,,3,United States,Fase de Grupos,1930,1930-07-17,Uruguay,"Parque Central, Montevideo",18306,0,0,0,0
Chile,Mexico,3,0,,,3,Chile,Fase de Grupos,1930,1930-07-16,Uruguay,"Parque Central, Montevideo",9249,0,0,0,0
Argentina,France,1,0,,,1,Argentina,Fase de Grupos,1930,1930-07-15,Uruguay,"Parque Central, Montevideo",23409,0,0,0,0
Yugoslavia,Brazil,2,1,,,3,Yugoslavia,Fase de Grupos,1930,1930-07-14,Uruguay,"Parque Central, Montevideo",24059,0,0,0,0
Romania,Peru,3,1,,,4,Romania,Fase de Grupos,1930,1930-07-14,Uruguay,"Pocitos, Montevideo",2549,0,1,0,0
United States,Belgium,3,0,,,3,United States,Fase de Grupos,1930,1930-07-13,Uruguay,"Parque Central, Montevideo",18346,0,0,0,0
France,Mexico,4,1,,,5,France,Fase de Grupos,1930,1930-07-13,Uruguay,"Pocitos, Montevideo",4444,0,0,0,0
